plan_id,insurance_company,plan_name,plan_type,copay_amount,deductible_amount,out_of_pocket_max,is_active,created_date
INS000707,Medicare,Silver Plan 2025,PPO,40.05,4454.88,8179.43,True,2024-10-17 23:53:57.951618
INS000708,Cigna,Gold Plan 2025,POS,67.32,4552.32,2049.98,True,2023-07-20 23:53:57.951618
INS000709,Aetna,Premium Plus Plan 2024,PPO,54.76,4179.92,2527.29,True,2023-06-13 23:53:57.951618
INS000710,Anthem,Basic Coverage Plan 2025,POS,75.63,506.18,8290.41,True,2023-07-03 23:53:57.951618
INS000711,Humana,Bronze Plan 2022,HMO,84.07,5153.5,9543.77,True,2025-04-20 23:53:57.951618
INS000712,Medicare,Family Health Plan 2022,HMO,63.65,4078.37,7131.84,True,2022-10-21 23:53:57.951618
INS000713,Medicare,Silver Plan 2023,POS,96.43,3344.35,8024.46,True,2023-08-19 23:53:57.951618
INS000714,UnitedHealthcare,Basic Coverage Plan 2023,EPO,91.71,2226.19,2472.01,True,2023-10-19 23:53:57.951618
INS000715,Kaiser Permanente,Basic Coverage Plan 2023,EPO,92.5,4396.09,2929.35,True,2022-03-21 23:53:57.951618
INS000716,Aetna,Basic Coverage Plan 2024,POS,89.41,3417.29,4974.41,False,2024-03-23 23:53:57.951618
INS000717,UnitedHealthcare,Silver Plan 2021,EPO,71.21,4617.47,2008.21,True,2023-10-06 23:53:57.951618
INS000718,Kaiser Permanente,Standard Health Plan 2024,EPO,45.26,4381.81,3424.0,True,2024-12-26 23:53:57.951618
INS000719,Medicare,Standard Health Plan 2020,EPO,64.88,1644.32,5710.57,False,2024-12-12 23:53:57.951618
INS000720,Medicaid,Silver Plan 2022,PPO,41.12,2768.67,8458.1,True,2023-06-02 23:53:57.951618
INS000721,Anthem,Family Health Plan 2023,EPO,89.73,1209.4,9848.44,True,2026-01-09 23:53:57.951618
INS000722,Blue Cross Blue Shield,Family Health Plan 2022,PPO,16.86,1453.78,7255.5,True,2025-06-01 23:53:57.951618
INS000723,Anthem,Bronze Plan 2023,PPO,64.33,5175.84,4519.87,True,2024-06-24 23:53:57.951618
INS000724,Humana,Family Health Plan 2023,HMO,82.77,3248.47,5419.23,True,2025-09-11 23:53:57.951618
INS000725,Blue Cross Blue Shield,Family Health Plan 2021,POS,88.38,3198.2,7980.25,True,2022-06-03 23:53:57.951618
INS000726,Anthem,Standard Health Plan 2025,POS,67.54,2436.84,2348.96,True,2021-05-27 23:53:57.951618
INS000727,Blue Cross Blue Shield,Bronze Plan 2023,EPO,61.75,4312.86,4901.82,True,2025-10-12 23:53:57.951618
INS000728,Blue Cross Blue Shield,Family Health Plan 2020,EPO,19.8,1151.67,9576.03,False,2021-10-05 23:53:57.951618
INS000729,Cigna,Bronze Plan 2021,EPO,36.3,4731.71,8897.56,True,2022-07-07 23:53:57.951618
INS000730,Kaiser Permanente,Bronze Plan 2022,POS,30.82,1796.79,5524.71,True,2022-02-11 23:53:57.951618
INS000731,Anthem,Family Health Plan 2025,POS,57.69,874.75,8566.52,True,2024-01-15 23:53:57.951618
INS000732,UnitedHealthcare,Standard Health Plan 2023,HMO,40.87,4213.23,3089.31,True,2021-06-21 23:53:57.951618
INS000733,Humana,Basic Coverage Plan 2020,EPO,12.37,1280.85,2350.8,True,2025-03-09 23:53:57.951618
INS000734,Cigna,Family Health Plan 2025,EPO,22.54,1204.23,5699.0,True,2021-06-24 23:53:57.951618
INS000735,Kaiser Permanente,Standard Health Plan 2021,HMO,99.72,2909.26,8477.3,True,2023-07-31 23:53:57.951618
INS000736,Medicaid,Gold Plan 2021,PPO,27.52,769.08,6749.19,True,2023-01-12 23:53:57.951618
INS000737,Medicare,Standard Health Plan 2020,PPO,83.35,1115.56,7443.88,True,2025-09-09 23:53:57.951618
INS000738,Cigna,Premium Plus Plan 2023,PPO,24.19,3571.26,2036.83,True,2025-11-26 23:53:57.951618
INS000739,Kaiser Permanente,Family Health Plan 2021,PPO,29.4,2896.55,5870.94,True,2023-12-25 23:53:57.951618
INS000740,UnitedHealthcare,Basic Coverage Plan 2022,POS,64.18,3287.64,9248.41,True,2024-03-20 23:53:57.951618
INS000741,Cigna,Standard Health Plan 2020,PPO,23.31,1889.65,8639.82,True,2022-05-27 23:53:57.951618
INS000742,UnitedHealthcare,Family Health Plan 2023,HMO,31.61,1331.76,7229.17,True,2023-02-17 23:53:57.951618
INS000743,Cigna,Standard Health Plan 2022,EPO,34.75,3597.12,9018.05,True,2022-05-08 23:53:57.951618
INS000744,Humana,Bronze Plan 2024,POS,40.39,2715.57,6592.02,True,2025-10-14 23:53:57.951618
INS000745,UnitedHealthcare,Basic Coverage Plan 2021,POS,16.91,4107.74,4498.07,True,2025-11-02 23:53:57.951618
INS000746,Aetna,Standard Health Plan 2023,POS,32.96,926.87,7691.01,True,2025-11-25 23:53:57.951618
INS000747,Blue Cross Blue Shield,Gold Plan 2025,EPO,13.28,2630.99,7593.01,True,2025-03-10 23:53:57.951618
INS000748,Medicaid,Family Health Plan 2023,EPO,77.14,3454.06,3816.03,True,2023-05-01 23:53:57.951618
INS000749,Blue Cross Blue Shield,Family Health Plan 2021,HMO,75.77,2561.71,7166.88,True,2021-03-29 23:53:57.951618
INS000750,UnitedHealthcare,Family Health Plan 2025,PPO,21.7,1149.94,8379.59,True,2022-03-20 23:53:57.951618
INS000751,Medicaid,Premium Plus Plan 2022,PPO,58.25,4800.05,6175.22,True,2025-01-16 23:53:57.951618
INS000752,Kaiser Permanente,Premium Plus Plan 2020,POS,94.66,3155.24,5305.63,True,2021-12-14 23:53:57.951618
INS000753,Aetna,Basic Coverage Plan 2025,HMO,13.86,5225.76,6442.66,True,2025-04-28 23:53:57.951618
INS000754,Kaiser Permanente,Family Health Plan 2024,EPO,43.02,1035.2,3706.71,True,2025-09-03 23:53:57.951618
INS000755,Kaiser Permanente,Basic Coverage Plan 2021,HMO,11.91,2097.18,8859.71,False,2024-04-22 23:53:57.951618
INS000756,Cigna,Standard Health Plan 2024,POS,81.28,5264.57,4756.91,True,2024-12-30 23:53:57.951618
INS000757,Cigna,Family Health Plan 2021,POS,31.39,1292.99,6761.42,False,2024-04-01 23:53:57.951618
INS000758,Cigna,Family Health Plan 2023,POS,94.2,4892.94,4232.23,True,2023-06-12 23:53:57.951618
INS000759,Humana,Premium Plus Plan 2022,PPO,48.58,3658.67,5777.74,True,2022-04-30 23:53:57.951618
INS000760,UnitedHealthcare,Silver Plan 2021,POS,96.97,537.89,2924.54,True,2021-04-17 23:53:57.951618
INS000761,Anthem,Basic Coverage Plan 2025,POS,76.94,4006.01,8690.66,True,2024-12-12 23:53:57.951618
INS000762,Humana,Basic Coverage Plan 2025,HMO,56.74,4832.27,2704.73,True,2025-05-15 23:53:57.951618
INS000763,Cigna,Gold Plan 2023,EPO,18.64,661.91,6995.24,True,2023-08-28 23:53:57.951618
INS000764,Cigna,Gold Plan 2020,EPO,77.17,793.24,7767.6,True,2025-11-22 23:53:57.951618
INS000765,Kaiser Permanente,Gold Plan 2021,HMO,48.39,584.3,9405.56,True,2022-08-27 23:53:57.951618
INS000766,Blue Cross Blue Shield,Gold Plan 2022,EPO,86.19,2315.93,9819.23,True,2024-05-09 23:53:57.951618
INS000767,UnitedHealthcare,Basic Coverage Plan 2025,PPO,94.5,5025.48,3617.48,True,2024-10-08 23:53:57.951618
INS000768,Medicare,Basic Coverage Plan 2025,POS,94.95,5282.95,4486.84,True,2022-10-29 23:53:57.951618
INS000769,Aetna,Bronze Plan 2021,POS,88.73,3322.14,6307.36,True,2022-02-28 23:53:57.951618
INS000770,Anthem,Basic Coverage Plan 2024,POS,14.98,4342.06,3705.74,True,2021-08-08 23:53:57.951618
INS000771,Blue Cross Blue Shield,Family Health Plan 2020,PPO,89.64,2757.37,8164.1,True,2025-05-08 23:53:57.951618
INS000772,Medicare,Premium Plus Plan 2023,POS,42.52,2615.95,8187.57,True,2021-09-23 23:53:57.951618
INS000773,Cigna,Basic Coverage Plan 2023,POS,45.8,4434.2,2284.17,True,2024-10-27 23:53:57.951618
INS000774,Anthem,Standard Health Plan 2021,PPO,64.67,3614.53,4658.32,False,2021-10-06 23:53:57.951618
INS000775,Blue Cross Blue Shield,Basic Coverage Plan 2025,EPO,83.64,2354.44,3229.83,True,2023-10-23 23:53:57.951618
INS000776,Medicare,Standard Health Plan 2022,PPO,78.65,3450.61,8197.47,True,2023-01-28 23:53:57.951618
INS000777,Medicare,Silver Plan 2023,PPO,44.77,4391.9,7311.9,True,2021-07-10 23:53:57.951618
INS000778,Anthem,Bronze Plan 2022,EPO,71.64,2240.16,5226.25,True,2022-07-10 23:53:57.951618
INS000779,Cigna,Gold Plan 2022,PPO,16.54,1925.22,7476.82,True,2022-02-24 23:53:57.951618
INS000780,Cigna,Gold Plan 2022,EPO,94.63,4717.53,2549.77,True,2025-07-22 23:53:57.951618
INS000781,Anthem,Silver Plan 2021,POS,29.16,5228.85,9139.21,True,2023-04-09 23:53:57.951618
INS000782,Aetna,Standard Health Plan 2022,HMO,95.75,1756.41,3706.69,False,2025-02-13 23:53:57.951618
INS000783,Aetna,Bronze Plan 2025,HMO,79.08,4707.89,9053.19,True,2025-11-05 23:53:57.951618
INS000784,UnitedHealthcare,Gold Plan 2021,HMO,32.86,1184.3,8325.34,True,2024-12-05 23:53:57.951618
INS000785,Medicaid,Silver Plan 2024,HMO,40.65,4550.44,4879.54,True,2025-05-11 23:53:57.951618
INS000786,Medicaid,Gold Plan 2021,HMO,14.68,2808.73,4048.27,True,2024-12-06 23:53:57.951618
INS000787,Aetna,Bronze Plan 2021,PPO,48.68,513.66,8111.53,True,2023-12-03 23:53:57.951618
INS000788,UnitedHealthcare,Family Health Plan 2024,POS,59.53,720.62,8590.85,True,2022-07-21 23:53:57.951618
INS000789,Cigna,Family Health Plan 2020,POS,49.26,796.99,4699.16,True,2024-02-07 23:53:57.951618
INS000790,Aetna,Basic Coverage Plan 2024,HMO,19.79,1092.55,9347.17,True,2024-01-28 23:53:57.951618
INS000791,Medicare,Premium Plus Plan 2023,PPO,66.37,4418.0,5365.41,True,2022-01-24 23:53:57.951618
INS000792,Kaiser Permanente,Bronze Plan 2021,HMO,53.67,1113.18,2483.8,True,2025-03-06 23:53:57.951618
INS000793,Kaiser Permanente,Gold Plan 2022,HMO,78.67,1536.1,8896.35,True,2023-02-19 23:53:57.951618
INS000794,Anthem,Premium Plus Plan 2024,POS,67.97,4530.48,9832.11,True,2021-09-10 23:53:57.951618
INS000795,Cigna,Family Health Plan 2023,PPO,22.83,4183.42,5483.37,True,2023-11-07 23:53:57.951618
INS000796,Cigna,Gold Plan 2025,HMO,28.98,2562.86,7962.66,True,2025-01-20 23:53:57.951618
INS000797,Aetna,Basic Coverage Plan 2020,PPO,57.2,1649.25,5582.44,True,2021-12-31 23:53:57.951618
INS000798,Medicaid,Family Health Plan 2023,EPO,33.74,2746.63,6706.29,True,2025-11-22 23:53:57.951618
INS000799,Kaiser Permanente,Bronze Plan 2021,EPO,77.47,1880.85,3752.24,True,2022-09-03 23:53:57.951618
INS000800,Medicare,Bronze Plan 2022,EPO,13.63,5216.05,7741.98,True,2022-06-05 23:53:57.951618
INS000801,Humana,Silver Plan 2021,HMO,31.79,2944.92,4010.97,False,2024-12-30 23:53:57.951618
INS000802,Medicaid,Basic Coverage Plan 2020,HMO,90.67,2619.03,4396.61,True,2022-10-25 23:53:57.951618
INS000803,Aetna,Family Health Plan 2021,PPO,10.45,713.12,6335.54,True,2021-12-20 23:53:57.951618
INS000804,Medicare,Standard Health Plan 2025,EPO,57.5,565.65,3561.86,True,2022-07-03 23:53:57.951618
INS000805,Blue Cross Blue Shield,Premium Plus Plan 2022,EPO,50.27,987.14,4429.12,True,2021-03-30 23:53:57.951618
INS000806,Blue Cross Blue Shield,Basic Coverage Plan 2024,HMO,27.47,4133.82,3415.01,True,2023-04-29 23:53:57.951618
INS000807,Anthem,Family Health Plan 2024,HMO,36.86,2331.22,8401.62,True,2021-08-24 23:53:57.951618
INS000808,Anthem,Standard Health Plan 2022,HMO,52.92,1037.01,5061.0,True,2024-08-29 23:53:57.951618
INS000809,Anthem,Basic Coverage Plan 2023,HMO,70.04,3463.74,9851.18,True,2024-02-11 23:53:57.951618
INS000810,Aetna,Basic Coverage Plan 2024,HMO,59.53,4842.16,9262.03,True,2025-04-29 23:53:57.951618
INS000811,Kaiser Permanente,Gold Plan 2021,PPO,90.44,1040.91,9752.38,True,2022-01-04 23:53:57.951618
INS000812,Kaiser Permanente,Bronze Plan 2025,PPO,22.28,2213.59,4383.32,True,2023-12-13 23:53:57.951618
INS000813,Humana,Standard Health Plan 2024,POS,14.15,804.01,9320.04,True,2022-08-04 23:53:57.951618
INS000814,Aetna,Gold Plan 2020,POS,31.04,922.17,6321.54,True,2024-01-25 23:53:57.951618
INS000815,Anthem,Basic Coverage Plan 2025,HMO,43.69,3041.82,4646.79,True,2021-05-27 23:53:57.951618
INS000816,Humana,Premium Plus Plan 2025,EPO,75.15,2542.93,2424.58,False,2021-03-22 23:53:57.951618
INS000817,Cigna,Standard Health Plan 2024,EPO,14.81,1008.33,8530.44,True,2022-05-06 23:53:57.951618
INS000818,Aetna,Bronze Plan 2024,HMO,70.03,769.42,9416.1,True,2022-03-19 23:53:57.951618
INS000819,Anthem,Basic Coverage Plan 2021,EPO,50.64,4063.11,7637.5,True,2024-11-05 23:53:57.951618
INS000820,Medicare,Bronze Plan 2023,PPO,72.46,2160.7,5147.79,True,2024-09-22 23:53:57.951618
INS000821,Blue Cross Blue Shield,Family Health Plan 2025,HMO,64.51,5343.88,5591.89,True,2025-03-18 23:53:57.951618
INS000822,Humana,Bronze Plan 2020,POS,14.27,4564.99,4684.51,True,2025-02-03 23:53:57.951618
INS000823,Kaiser Permanente,Basic Coverage Plan 2022,EPO,43.14,1938.63,2640.49,True,2025-03-13 23:53:57.951618
INS000824,Blue Cross Blue Shield,Standard Health Plan 2021,PPO,60.8,5349.85,9687.37,True,2022-06-15 23:53:57.951618
INS000825,UnitedHealthcare,Basic Coverage Plan 2020,HMO,73.68,5269.44,3275.65,True,2022-02-26 23:53:57.951618
INS000826,Cigna,Premium Plus Plan 2025,POS,82.3,2960.17,6516.57,True,2021-09-20 23:53:57.951618
INS000827,UnitedHealthcare,Silver Plan 2023,PPO,35.72,1497.47,7833.49,True,2021-06-22 23:53:57.951618
INS000828,Blue Cross Blue Shield,Premium Plus Plan 2022,EPO,26.36,2503.09,2077.87,False,2023-07-24 23:53:57.951618
INS000829,UnitedHealthcare,Family Health Plan 2021,HMO,11.42,1071.03,2272.11,True,2024-10-08 23:53:57.951618
INS000830,Medicaid,Family Health Plan 2025,POS,99.58,1482.77,9495.34,True,2022-02-13 23:53:57.951618
INS000831,UnitedHealthcare,Family Health Plan 2024,EPO,99.27,587.15,9218.51,False,2022-08-03 23:53:57.951618
INS000832,UnitedHealthcare,Standard Health Plan 2024,PPO,62.46,2675.48,4596.42,True,2024-12-22 23:53:57.951618
INS000833,Medicare,Family Health Plan 2022,POS,24.9,2244.67,2340.04,True,2023-02-11 23:53:57.951618
INS000834,Blue Cross Blue Shield,Premium Plus Plan 2022,POS,78.06,4797.02,7031.55,True,2022-08-29 23:53:57.951618
INS000835,Blue Cross Blue Shield,Family Health Plan 2022,EPO,73.55,3881.83,4475.79,True,2022-08-19 23:53:57.951618
INS000836,Cigna,Standard Health Plan 2025,EPO,66.14,2734.1,2220.45,True,2025-01-24 23:53:57.951618
INS000837,Humana,Gold Plan 2023,EPO,66.34,4017.04,9920.9,True,2026-01-13 23:53:57.951618
INS000838,Kaiser Permanente,Basic Coverage Plan 2021,POS,79.0,3480.8,2813.73,True,2024-06-06 23:53:57.951618
INS000839,Anthem,Gold Plan 2021,POS,61.54,2980.87,3868.57,False,2024-01-02 23:53:57.951618
INS000840,UnitedHealthcare,Basic Coverage Plan 2020,PPO,43.83,1522.81,9608.34,True,2021-04-05 23:53:57.951618
INS000841,Anthem,Premium Plus Plan 2020,EPO,80.25,3306.29,9974.25,True,2023-05-21 23:53:57.951618
INS000842,UnitedHealthcare,Bronze Plan 2022,EPO,36.68,2168.81,5701.6,True,2022-03-02 23:53:57.951618
INS000843,UnitedHealthcare,Gold Plan 2023,PPO,59.74,5498.79,6060.08,True,2022-02-25 23:53:57.951618
INS000844,Medicaid,Basic Coverage Plan 2021,PPO,64.42,4518.27,5103.2,True,2021-05-25 23:53:57.951618
INS000845,UnitedHealthcare,Basic Coverage Plan 2025,POS,64.03,4385.02,6808.22,False,2021-08-29 23:53:57.951618
INS000846,UnitedHealthcare,Family Health Plan 2024,PPO,75.68,3534.81,7493.42,True,2021-05-18 23:53:57.951618
INS000847,Kaiser Permanente,Premium Plus Plan 2025,PPO,71.05,1282.92,3138.59,True,2024-10-18 23:53:57.951618
INS000848,Aetna,Family Health Plan 2025,HMO,98.31,4549.33,8443.53,True,2021-08-28 23:53:57.951618
INS000849,UnitedHealthcare,Basic Coverage Plan 2023,HMO,51.06,5193.7,7633.28,True,2024-01-21 23:53:57.951618
INS000850,Blue Cross Blue Shield,Standard Health Plan 2022,HMO,90.02,5109.85,5561.48,True,2024-10-11 23:53:57.951618
INS000851,Medicare,Gold Plan 2020,HMO,36.6,4691.65,5112.52,True,2025-04-26 23:53:57.951618
INS000852,Cigna,Silver Plan 2022,PPO,58.17,4948.18,7493.9,True,2024-10-08 23:53:57.951618
INS000853,Humana,Basic Coverage Plan 2024,HMO,42.96,2684.04,3417.18,True,2023-09-02 23:53:57.951618
INS000854,Anthem,Bronze Plan 2024,POS,44.57,1244.57,7070.77,True,2023-08-25 23:53:57.951618
INS000855,Kaiser Permanente,Premium Plus Plan 2024,PPO,95.67,2266.17,5248.98,False,2025-07-21 23:53:57.951618
INS000856,Humana,Premium Plus Plan 2025,PPO,32.34,820.37,6967.86,True,2023-03-14 23:53:57.951618
INS000857,Kaiser Permanente,Silver Plan 2025,HMO,39.73,1702.74,9355.02,True,2024-01-30 23:53:57.951618
INS000858,Blue Cross Blue Shield,Standard Health Plan 2023,EPO,19.26,1191.11,4521.02,True,2025-11-05 23:53:57.951618
INS000859,Blue Cross Blue Shield,Premium Plus Plan 2020,EPO,11.91,4768.75,9359.34,True,2023-05-30 23:53:57.951618
INS000860,Kaiser Permanente,Standard Health Plan 2021,EPO,55.04,594.9,4144.39,True,2023-10-25 23:53:57.951618
INS000861,Blue Cross Blue Shield,Premium Plus Plan 2024,PPO,37.86,787.9,9523.97,True,2025-07-12 23:53:57.951618
INS000862,Medicare,Standard Health Plan 2025,POS,65.69,1830.02,7460.7,True,2025-10-07 23:53:57.951618
INS000863,Blue Cross Blue Shield,Standard Health Plan 2020,POS,97.74,2574.02,9985.69,True,2022-12-14 23:53:57.951618
INS000864,UnitedHealthcare,Bronze Plan 2022,POS,27.5,1000.84,9143.75,True,2023-06-20 23:53:57.951618
INS000865,Anthem,Basic Coverage Plan 2022,HMO,25.76,5325.4,7334.89,False,2025-10-14 23:53:57.951618
INS000866,Blue Cross Blue Shield,Premium Plus Plan 2023,EPO,27.13,3634.19,3457.93,False,2023-03-05 23:53:57.951618
INS000867,Medicaid,Basic Coverage Plan 2020,PPO,26.65,624.67,9208.94,True,2024-12-28 23:53:57.951618
INS000868,Anthem,Family Health Plan 2023,POS,80.23,839.06,8279.47,True,2023-11-11 23:53:57.951618
INS000869,Medicaid,Gold Plan 2020,HMO,83.74,1082.4,9200.78,True,2022-08-21 23:53:57.951618
INS000870,UnitedHealthcare,Gold Plan 2023,EPO,36.5,2734.66,4858.76,True,2023-04-02 23:53:57.951618
INS000871,UnitedHealthcare,Silver Plan 2023,PPO,22.72,2928.27,9695.83,True,2021-08-16 23:53:57.951618
INS000872,Aetna,Silver Plan 2021,POS,97.22,2836.79,2084.61,True,2025-05-13 23:53:57.951618
INS000873,Blue Cross Blue Shield,Gold Plan 2020,PPO,46.38,5069.65,8879.45,True,2021-10-03 23:53:57.951618
INS000874,Kaiser Permanente,Bronze Plan 2021,EPO,60.39,686.75,8076.37,True,2023-03-17 23:53:57.951618
INS000875,Cigna,Family Health Plan 2021,HMO,94.38,4245.11,7597.09,True,2021-07-08 23:53:57.951618
INS000876,Aetna,Premium Plus Plan 2022,HMO,46.7,1813.47,2406.19,True,2025-02-25 23:53:57.951618
INS000877,Anthem,Standard Health Plan 2021,HMO,72.97,1679.76,4556.06,True,2021-05-22 23:53:57.951618
INS000878,Aetna,Premium Plus Plan 2025,EPO,99.1,4341.36,4698.08,True,2021-04-03 23:53:57.951618
INS000879,Aetna,Silver Plan 2024,POS,52.57,3260.17,8902.59,True,2024-12-02 23:53:57.951618
INS000880,Medicare,Premium Plus Plan 2020,PPO,45.82,4602.74,9444.01,True,2023-11-27 23:53:57.951618
INS000881,Medicare,Silver Plan 2025,POS,20.59,3314.6,9252.04,True,2025-10-28 23:53:57.951618
INS000882,Anthem,Standard Health Plan 2023,POS,78.74,3999.67,4776.2,True,2025-06-27 23:53:57.951618
INS000883,Medicaid,Premium Plus Plan 2020,POS,97.51,4037.54,8383.58,True,2025-12-18 23:53:57.951618
INS000884,Medicare,Standard Health Plan 2021,EPO,12.75,3982.19,7491.08,True,2023-04-15 23:53:57.951618
INS000885,UnitedHealthcare,Standard Health Plan 2021,POS,49.78,3370.84,6705.6,True,2025-05-05 23:53:57.951618
INS000886,Blue Cross Blue Shield,Gold Plan 2022,PPO,77.43,2075.23,5521.24,True,2025-03-02 23:53:57.951618
INS000887,Humana,Basic Coverage Plan 2023,EPO,37.86,3838.55,9124.77,True,2023-10-27 23:53:57.951618
INS000888,Medicare,Bronze Plan 2025,POS,94.87,4038.64,4718.27,True,2025-06-25 23:53:57.951618
INS000889,Medicare,Silver Plan 2023,EPO,75.2,2083.33,5504.49,True,2024-01-21 23:53:57.951618
INS000890,Humana,Premium Plus Plan 2024,PPO,56.8,1360.6,2350.61,False,2022-06-05 23:53:57.951618
INS000891,UnitedHealthcare,Bronze Plan 2022,HMO,29.84,1777.61,8678.03,True,2021-04-20 23:53:57.951618
INS000892,Kaiser Permanente,Family Health Plan 2020,PPO,70.31,3544.25,2799.14,True,2021-06-04 23:53:57.951618
INS000893,Medicaid,Silver Plan 2025,EPO,64.22,689.49,5543.54,True,2022-12-09 23:53:57.951618
INS000894,Kaiser Permanente,Silver Plan 2023,POS,42.56,3448.23,3530.1,True,2024-10-17 23:53:57.951618
INS000895,Aetna,Gold Plan 2020,HMO,31.96,3732.92,3033.08,True,2022-11-29 23:53:57.951618
INS000896,Medicare,Premium Plus Plan 2021,POS,95.51,3489.67,6759.68,True,2022-03-29 23:53:57.951618
INS000897,Medicare,Gold Plan 2020,EPO,22.47,2984.53,2396.14,True,2022-11-25 23:53:57.951618
INS000898,Cigna,Standard Health Plan 2021,PPO,90.74,5062.88,4830.92,True,2022-07-01 23:53:57.951618
INS000899,UnitedHealthcare,Gold Plan 2023,HMO,78.13,4416.63,7945.31,True,2025-01-06 23:53:57.951618
INS000900,Cigna,Premium Plus Plan 2022,PPO,85.24,3145.94,7392.57,True,2022-01-30 23:53:57.951618
INS000901,Medicaid,Silver Plan 2020,PPO,98.28,2964.12,7151.31,True,2025-07-16 23:53:57.951618
INS000902,UnitedHealthcare,Gold Plan 2022,POS,84.52,1618.4,9307.64,True,2021-03-23 23:53:57.951618
INS000903,UnitedHealthcare,Gold Plan 2021,EPO,90.75,825.59,7331.42,True,2023-04-12 23:53:57.951618
INS000904,Cigna,Family Health Plan 2021,PPO,96.4,2816.24,8633.87,True,2022-04-22 23:53:57.951618
INS000905,Aetna,Standard Health Plan 2024,PPO,89.86,2695.09,2385.16,True,2021-08-04 23:53:57.951618
INS000906,Aetna,Premium Plus Plan 2025,POS,20.6,1101.39,9860.54,True,2021-04-27 23:53:57.951618
INS000907,Anthem,Silver Plan 2024,HMO,22.82,2572.88,4302.77,False,2022-07-05 23:53:57.951618
INS000908,Humana,Basic Coverage Plan 2022,HMO,72.56,3514.93,7420.31,True,2023-08-09 23:53:57.951618
INS000909,Aetna,Gold Plan 2022,EPO,64.9,4249.53,3729.85,True,2022-01-28 23:53:57.951618
INS000910,Cigna,Gold Plan 2023,EPO,40.72,1010.28,4432.5,True,2021-10-08 23:53:57.951618
INS000911,Cigna,Standard Health Plan 2021,EPO,59.43,5040.38,7770.94,True,2024-07-28 23:53:57.951618
INS000912,Humana,Bronze Plan 2024,EPO,86.41,5277.26,3626.11,True,2023-01-18 23:53:57.951618
INS000913,UnitedHealthcare,Basic Coverage Plan 2022,HMO,23.25,1242.2,9178.1,False,2021-03-22 23:53:57.951618
INS000914,Humana,Standard Health Plan 2022,HMO,63.15,2924.78,2948.14,True,2024-08-05 23:53:57.951618
INS000915,Kaiser Permanente,Basic Coverage Plan 2023,POS,42.28,5262.73,4219.47,True,2021-09-02 23:53:57.951618
INS000916,Medicare,Premium Plus Plan 2025,PPO,70.89,2925.11,3008.45,True,2023-10-14 23:53:57.951618
INS000917,Medicaid,Basic Coverage Plan 2023,PPO,49.07,3355.09,2251.46,True,2023-05-12 23:53:57.951618
INS000918,Medicaid,Premium Plus Plan 2023,PPO,33.94,1741.21,3716.1,True,2024-12-01 23:53:57.951618
INS000919,Humana,Gold Plan 2025,EPO,80.52,4654.58,2364.86,True,2024-03-22 23:53:57.951618
INS000920,UnitedHealthcare,Silver Plan 2024,EPO,44.42,4310.98,6892.6,True,2023-07-24 23:53:57.951618
INS000921,Kaiser Permanente,Bronze Plan 2023,POS,44.05,2684.47,9778.43,True,2021-10-25 23:53:57.951618
INS000922,Anthem,Standard Health Plan 2021,PPO,46.62,1554.68,4273.69,True,2024-07-27 23:53:57.951618
INS000923,Kaiser Permanente,Premium Plus Plan 2020,POS,16.55,3944.42,2576.07,True,2025-04-22 23:53:57.951618
INS000924,UnitedHealthcare,Family Health Plan 2020,HMO,84.63,3076.94,4399.14,True,2025-03-24 23:53:57.951618
INS000925,Blue Cross Blue Shield,Silver Plan 2021,POS,11.34,3454.88,6907.45,True,2024-11-12 23:53:57.951618
INS000926,Anthem,Standard Health Plan 2024,EPO,53.37,1945.53,2750.36,True,2024-10-29 23:53:57.951618
INS000927,Blue Cross Blue Shield,Silver Plan 2025,POS,48.34,3342.31,3771.05,True,2022-03-03 23:53:57.951618
INS000928,Cigna,Basic Coverage Plan 2025,HMO,70.48,1069.69,7231.53,True,2025-03-09 23:53:57.951618
INS000929,UnitedHealthcare,Silver Plan 2021,EPO,71.71,3552.73,9044.0,True,2025-03-31 23:53:57.951618
INS000930,Blue Cross Blue Shield,Gold Plan 2022,EPO,23.11,4535.07,6932.8,True,2025-02-19 23:53:57.951618
INS000931,UnitedHealthcare,Basic Coverage Plan 2023,HMO,27.13,834.98,3394.1,True,2022-01-18 23:53:57.951618
INS000932,Blue Cross Blue Shield,Premium Plus Plan 2025,POS,57.57,4612.73,6363.55,True,2023-03-11 23:53:57.951618
INS000933,Cigna,Silver Plan 2021,HMO,61.44,1820.57,4768.87,True,2025-12-12 23:53:57.951618
INS000934,UnitedHealthcare,Gold Plan 2022,POS,98.24,4917.12,8000.34,True,2022-06-26 23:53:57.951618
INS000935,Anthem,Standard Health Plan 2024,POS,77.54,4740.61,9274.42,True,2025-06-12 23:53:57.951618
INS000936,Kaiser Permanente,Premium Plus Plan 2022,POS,32.67,5278.77,7488.2,True,2021-10-24 23:53:57.951618
INS000937,Blue Cross Blue Shield,Premium Plus Plan 2021,PPO,27.28,1197.83,4723.74,True,2022-08-20 23:53:57.951618
INS000938,Medicare,Bronze Plan 2021,EPO,34.03,1571.71,2365.64,True,2024-05-27 23:53:57.951618
INS000939,Medicare,Bronze Plan 2022,PPO,58.73,754.9,5103.38,True,2024-08-14 23:53:57.951618
