Id,Income,Age,Experience,Marital_Status,House_Ownership,Car_Ownership,Profession,City,State,Current_Job_Years,Current_House_Years,Risk_Flag
238024,2667144,60,15,married,rented,yes,Secretary,Eluru[25],Andhra_Pradesh,8,10,0
238025,1575749,50,12,single,rented,no,Fashion_Designer,Kollam,Kerala,5,10,0
238026,5983712,51,20,single,rented,no,Artist,Aurangabad,Maharashtra,8,13,0
238027,8778052,56,6,single,rented,no,Fashion_Designer,Tadepalligudem,Andhra_Pradesh,6,12,0
238028,1860993,22,17,single,rented,no,Police_officer,Narasaraopet,Andhra_Pradesh,8,11,0
238029,2350008,58,12,single,rented,no,Official,Indore,Madhya_Pradesh,12,10,1
238030,42920,34,18,single,rented,no,Librarian,Pune,Maharashtra,13,13,0
238031,1553668,41,17,married,rented,no,Architect,Shivpuri,Madhya_Pradesh,13,12,0
238032,2956187,72,3,single,rented,no,Magistrate,Jalandhar,Punjab,3,10,0
238033,3117966,42,20,single,rented,yes,Technology_specialist,Chinsurah,West_Bengal,9,13,0
238034,4395689,22,8,single,rented,no,Industrial_Engineer,Arrah,Bihar,8,12,0
238035,5882530,55,17,single,rented,yes,Industrial_Engineer,Faridabad,Haryana,4,13,0
238036,1659974,49,11,single,rented,no,Graphic_Designer,Tinsukia,Assam,9,14,0
238037,8165587,69,6,single,rented,no,Drafter,Phusro,Jharkhand,6,14,0
238038,5827035,24,5,single,rented,no,Civil_servant,Nizamabad,Telangana,5,10,0
238039,3201770,48,0,married,rented,no,Scientist,Junagadh,Gujarat,0,12,0
238040,695105,71,17,married,owned,no,Air_traffic_controller,Haridwar,Uttarakhand,4,12,0
238041,944913,37,20,single,rented,no,Mechanical_engineer,Ujjain,Madhya_Pradesh,7,10,0
238042,147323,27,17,single,rented,no,Police_officer,Serampore,West_Bengal,9,13,0
238043,6848872,74,8,single,rented,no,Chef,Naihati,West_Bengal,8,14,0
238044,7956266,39,7,single,rented,no,Official,Bhind,Madhya_Pradesh,7,12,0
238045,1620987,38,17,married,rented,no,Mechanical_engineer,Korba,Chhattisgarh,3,12,0
238046,4763262,47,8,single,rented,yes,Architect,Patiala,Punjab,8,10,0
238047,5457995,45,19,single,rented,no,Politician,Rampur,Uttar_Pradesh,13,14,0
238048,1927603,47,14,single,rented,no,Dentist,Pallavaram,Tamil_Nadu,6,12,0
238049,9663685,79,8,married,rented,yes,Official,Haldia,West_Bengal,6,11,0
238050,1326173,61,14,single,rented,no,Petroleum_Engineer,Nadiad,Gujarat,8,12,0
238051,6759973,74,1,single,rented,no,Dentist,Bihar_Sharif,Bihar,1,13,0
238052,6229297,38,11,single,rented,yes,Chartered_Accountant,Karimnagar,Telangana,3,14,0
238053,6709803,29,10,single,rented,no,Microbiologist,Aligarh,Uttar_Pradesh,10,12,0
238054,5778882,71,13,single,owned,yes,Surveyor,Madhyamgram,West_Bengal,5,13,0
238055,5808924,31,16,single,rented,no,Graphic_Designer,Morena,Madhya_Pradesh,5,12,0
238056,5508811,25,4,single,rented,no,Army_officer,Thrissur,Kerala,4,10,0
238057,6413678,68,3,single,rented,no,Scientist,Gwalior,Madhya_Pradesh,3,12,0
238058,8120377,70,4,single,rented,no,Flight_attendant,Nagercoil,Tamil_Nadu,4,14,1
238059,847202,58,5,married,rented,no,Surveyor,Moradabad,Uttar_Pradesh,4,13,0
238060,8766082,72,11,single,rented,no,Microbiologist,Allahabad,Uttar_Pradesh[5],11,10,0
238061,2373547,78,13,single,rented,no,Industrial_Engineer,Tirupati[21][22],Andhra_Pradesh,5,10,0
238062,1615370,58,3,single,rented,no,Computer_operator,Bhiwandi,Maharashtra,3,13,1
238063,8408731,78,2,married,rented,no,Police_officer,Satara,Maharashtra,2,10,0
238064,4865281,41,17,single,norent_noown,no,Designer,Kumbakonam,Tamil_Nadu,11,14,0
238065,5373799,53,15,single,rented,no,Mechanical_engineer,Kozhikode,Kerala,3,10,0
238066,162637,78,19,single,rented,no,Economist,Arrah,Bihar,14,11,0
238067,8251514,65,4,single,rented,no,Physician,Erode[17],Tamil_Nadu,4,10,0
238068,6111272,76,8,single,rented,no,Surgeon,South_Dumdum,West_Bengal,8,12,0
238069,4141546,54,15,single,rented,yes,Comedian,Raichur,Karnataka,10,12,0
238070,9023393,64,3,single,rented,no,Engineer,Mathura,Uttar_Pradesh,3,13,0
238071,9758874,34,13,single,rented,no,Web_designer,Danapur,Bihar,11,12,0
238072,2726797,21,14,single,rented,no,Architect,Berhampur,Odisha,14,12,0
238073,2109695,31,11,single,rented,no,Comedian,Rohtak,Haryana,7,13,1
238074,8056601,41,4,single,rented,no,Civil_servant,Raebareli,Uttar_Pradesh,4,10,1
238075,5244226,57,19,single,rented,no,Comedian,Vellore,Tamil_Nadu,12,13,0
238076,6542890,52,10,single,rented,no,Consultant,Shimla,Himachal_Pradesh,6,12,1
238077,6190560,23,6,single,rented,no,Engineer,Kota[6],Rajasthan,6,10,1
238078,2790423,21,9,married,owned,no,Chemical_engineer,Gandhidham,Gujarat,4,12,0
238079,9286867,30,20,married,rented,no,Software_Developer,Mirzapur,Uttar_Pradesh,5,14,0
238080,2328102,21,3,single,rented,no,Statistician,Haridwar,Uttarakhand,3,10,1
238081,8183039,40,10,married,rented,no,Mechanical_engineer,Kochi,Kerala,6,13,0
238082,2393274,41,12,single,rented,no,Web_designer,Navi_Mumbai,Maharashtra,10,13,0
238083,2498099,63,5,single,rented,yes,Consultant,Suryapet,Telangana,5,13,0
238084,7127052,70,9,single,owned,no,Chemical_engineer,Hapur,Uttar_Pradesh,9,13,0
238085,2794135,35,0,single,rented,no,Engineer,Arrah,Bihar,0,13,0
238086,3637610,21,7,single,rented,no,Firefighter,Gudivada,Andhra_Pradesh,4,13,0
238087,1174439,44,1,single,rented,no,Psychologist,Alappuzha,Kerala,1,11,0
238088,4261923,72,2,single,rented,no,Scientist,Jalna,Maharashtra,2,14,1
238089,2148631,57,7,single,rented,no,Politician,Malegaon,Maharashtra,7,11,0
238090,8441616,21,4,single,rented,no,Secretary,Nellore[14][15],Andhra_Pradesh,4,11,0
238091,9662645,32,10,single,rented,no,Army_officer,Haldia,West_Bengal,8,12,1
238092,2893165,79,7,single,rented,no,Engineer,Dehradun,Uttarakhand,7,10,0
238093,2956128,65,14,single,owned,no,Designer,Pune,Maharashtra,3,13,0
238094,5201898,51,15,single,rented,no,Mechanical_engineer,Hyderabad,Telangana,8,12,0
238095,8125183,30,10,single,rented,yes,Architect,Sagar,Madhya_Pradesh,5,11,0
238096,9692286,62,12,single,rented,no,Software_Developer,Navi_Mumbai,Maharashtra,5,14,0
238097,7256661,35,15,single,rented,no,Psychologist,Nangloi_Jat,Delhi,6,14,0
238098,5757585,38,12,single,rented,yes,Technician,Satara,Maharashtra,8,12,0
238099,9620200,46,11,single,rented,no,Scientist,Fatehpur,Uttar_Pradesh,4,12,0
238100,427384,75,11,single,rented,yes,Surveyor,Udupi,Karnataka,5,12,0
238101,692858,49,10,single,rented,no,Dentist,Kurnool[18],Andhra_Pradesh,10,12,0
238102,5666004,57,16,single,rented,yes,Magistrate,Jamnagar,Gujarat,4,11,0
238103,9838385,45,13,single,rented,no,Physician,Udupi,Karnataka,3,10,1
238104,3168115,34,20,single,rented,yes,Lawyer,Bharatpur,Rajasthan,11,11,1
238105,4482845,77,3,single,rented,no,Design_Engineer,Secunderabad,Telangana,3,14,0
238106,4641076,54,7,single,rented,yes,Psychologist,Alwar,Rajasthan,7,12,0
238107,9634298,66,0,single,rented,yes,Surveyor,Khandwa,Madhya_Pradesh,0,13,0
238108,9144835,42,20,single,rented,no,Hotel_Manager,Sonipat,Haryana,11,10,0
238109,5814186,56,20,single,rented,no,Official,Imphal,Manipur,5,12,1
238110,7992362,75,4,single,rented,no,Artist,Bidhannagar,West_Bengal,4,13,0
238111,2572120,22,0,single,rented,no,Civil_engineer,Ahmednagar,Maharashtra,0,11,0
238112,2375148,57,18,single,norent_noown,yes,Technology_specialist,Mumbai,Maharashtra,14,13,0
238113,423109,24,12,single,rented,no,Dentist,Bettiah[33],Bihar,9,13,0
238114,5009297,45,9,single,rented,no,Computer_hardware_engineer,Shivpuri,Madhya_Pradesh,5,12,0
238115,8746241,26,19,married,rented,no,Biomedical_Engineer,Ambarnath,Maharashtra,6,14,0
238116,6445117,69,12,single,rented,no,Drafter,Vasai-Virar,Maharashtra,4,14,0
238117,2640064,56,19,single,norent_noown,no,Engineer,Sri_Ganganagar,Rajasthan,10,13,0
238118,4851698,34,13,single,rented,yes,Chef,Haridwar,Uttarakhand,11,11,0
238119,8436261,35,20,single,rented,no,Flight_attendant,Mau,Uttar_Pradesh,3,10,0
238120,3220768,71,13,single,rented,no,Consultant,Kota[6],Rajasthan,6,12,0
238121,2570708,39,14,single,rented,no,Civil_engineer,Dehri[30],Bihar,7,13,0
238122,1733607,65,10,single,rented,no,Computer_operator,Jaipur,Rajasthan,7,10,1
238123,6415782,53,14,single,rented,no,Psychologist,Gorakhpur,Uttar_Pradesh,13,10,1
238124,6528141,53,4,single,rented,no,Chef,Kolhapur,Maharashtra,4,12,0
238125,7620685,74,18,single,rented,no,Industrial_Engineer,Raichur,Karnataka,4,11,0
238126,1357991,21,10,single,rented,no,Chef,Karnal,Haryana,5,14,0
238127,5984230,57,7,single,rented,no,Scientist,Parbhani,Maharashtra,7,12,0
238128,2244329,64,19,single,rented,yes,Technical_writer,Gandhinagar,Gujarat,11,12,1
238129,8356298,57,8,single,norent_noown,no,Chartered_Accountant,Bhind,Madhya_Pradesh,8,14,0
238130,4075969,49,0,single,rented,no,Economist,Parbhani,Maharashtra,0,10,0
238131,5948014,46,20,single,norent_noown,no,Technical_writer,Berhampore,West_Bengal,12,10,1
238132,7429950,72,1,single,rented,yes,Chartered_Accountant,Imphal,Manipur,1,14,0
238133,5716623,53,7,single,rented,yes,Software_Developer,Meerut,Uttar_Pradesh,5,12,1
238134,2040776,32,18,married,rented,no,Hotel_Manager,Kadapa[23],Andhra_Pradesh,7,10,1
238135,7308242,53,17,single,owned,no,Chemical_engineer,Gorakhpur,Uttar_Pradesh,14,14,0
238136,9844187,78,16,single,rented,no,Chartered_Accountant,Panipat,Haryana,14,10,1
238137,633263,71,13,single,rented,no,Economist,Gandhidham,Gujarat,6,13,0
238138,259397,68,12,single,rented,no,Firefighter,Jammu[16],Jammu_and_Kashmir,12,11,0
238139,7549491,58,17,single,rented,no,Magistrate,Hosur,Tamil_Nadu,9,12,0
238140,5990605,61,19,single,rented,no,Magistrate,Bijapur,Karnataka,13,11,0
238141,4560258,78,18,single,rented,no,Librarian,Gandhinagar,Gujarat,4,13,1
238142,7030073,74,12,single,rented,yes,Petroleum_Engineer,Nadiad,Gujarat,7,12,0
238143,5289416,54,16,single,rented,yes,Technology_specialist,Jhansi,Uttar_Pradesh,10,10,0
238144,6684649,56,0,single,rented,no,Biomedical_Engineer,Kochi,Kerala,0,11,0
238145,4492831,60,6,single,owned,no,Dentist,Ambarnath,Maharashtra,3,10,0
238146,668383,71,16,single,rented,no,Surveyor,Raiganj,West_Bengal,9,12,0
238147,1622549,57,5,married,rented,yes,Engineer,Amravati,Maharashtra,5,11,0
238148,1110465,49,20,married,rented,no,Civil_servant,Deoghar,Jharkhand,8,12,0
238149,6946517,24,1,single,rented,yes,Software_Developer,Bhagalpur,Bihar,1,10,1
238150,1645282,51,2,single,rented,yes,Design_Engineer,Thane,Maharashtra,2,12,0
238151,8449562,72,3,single,rented,yes,Flight_attendant,Sikar,Rajasthan,3,13,1
238152,6429766,54,13,single,rented,yes,Designer,Raiganj,West_Bengal,4,10,0
238153,4686236,24,7,single,rented,no,Geologist,Ghaziabad,Uttar_Pradesh,7,14,0
238154,9407235,25,9,single,rented,yes,Firefighter,Dehradun,Uttarakhand,9,10,0
238155,5845241,63,10,single,rented,yes,Firefighter,Tadipatri,Andhra_Pradesh,3,12,0
238156,2458678,28,6,single,rented,no,Surgeon,Jammu[16],Jammu_and_Kashmir,6,10,1
238157,5490369,21,14,single,rented,no,Industrial_Engineer,Machilipatnam,Andhra_Pradesh,9,11,1
238158,9415911,22,20,single,norent_noown,no,Flight_attendant,Alappuzha,Kerala,7,13,0
238159,2670042,37,5,married,rented,no,Librarian,Bangalore,Karnataka,5,10,1
238160,886688,35,9,single,rented,no,Scientist,Machilipatnam,Andhra_Pradesh,9,11,0
238161,6740691,51,1,married,rented,yes,Consultant,Durgapur,West_Bengal,1,10,0
238162,5417683,42,10,single,rented,yes,Analyst,Jamnagar,Gujarat,4,11,0
238163,5799494,78,0,single,rented,no,Psychologist,Arrah,Bihar,0,11,0
238164,4163631,44,15,single,rented,yes,Magistrate,Mahbubnagar,Telangana,12,13,0
238165,7993153,37,0,single,rented,yes,Librarian,Tumkur,Karnataka,0,11,0
238166,2395293,49,14,married,rented,yes,Scientist,Tadepalligudem,Andhra_Pradesh,5,12,0
238167,6409899,47,1,single,rented,no,Geologist,Kurnool[18],Andhra_Pradesh,1,10,0
238168,4499916,27,11,single,rented,yes,Official,Gurgaon,Haryana,3,10,0
238169,542969,55,11,single,rented,no,Chemical_engineer,Katihar,Bihar,9,14,0
238170,2124356,26,10,single,rented,no,Petroleum_Engineer,Surat,Gujarat,10,14,0
238171,860904,60,14,married,rented,no,Surgeon,Bhiwani,Haryana,12,11,1
238172,6903190,75,8,single,rented,no,Technician,Rohtak,Haryana,8,11,0
238173,8385126,38,5,single,rented,no,Surgeon,Udaipur,Rajasthan,5,12,0
238174,9802000,26,17,married,rented,no,Engineer,Bhopal,Madhya_Pradesh,12,11,0
238175,1935453,60,2,single,rented,yes,Army_officer,Buxar[37],Bihar,2,13,1
238176,670197,56,6,single,rented,no,Industrial_Engineer,Kavali,Andhra_Pradesh,6,14,0
238177,9291958,42,6,single,rented,no,Chemical_engineer,Warangal[11][12],Telangana,6,14,1
238178,5009627,77,6,single,rented,yes,Graphic_Designer,Warangal[11][12],Telangana,6,11,0
238179,4942900,55,8,single,rented,no,Web_designer,Tirupati[21][22],Andhra_Pradesh,8,11,0
238180,2766150,70,18,single,rented,no,Air_traffic_controller,Buxar[37],Bihar,12,14,0
238181,6351221,72,4,single,rented,no,Analyst,Malda,West_Bengal,4,10,0
238182,5405679,41,1,single,rented,yes,Firefighter,Bikaner,Rajasthan,1,14,1
238183,8500543,21,6,married,rented,no,Chemical_engineer,Tirupati[21][22],Andhra_Pradesh,6,13,0
238184,8248383,54,13,single,owned,no,Technology_specialist,Khammam,Telangana,13,11,1
238185,7494131,57,20,single,rented,no,Designer,Guwahati,Assam,5,14,0
238186,9298733,73,10,single,rented,no,Hotel_Manager,Proddatur,Andhra_Pradesh,10,13,0
238187,7008398,23,18,single,rented,no,Consultant,Pimpri-Chinchwad,Maharashtra,10,12,0
238188,9588542,62,3,single,rented,no,Graphic_Designer,Mango,Jharkhand,3,14,1
238189,3896733,69,16,single,rented,no,Physician,Vijayanagaram,Andhra_Pradesh,3,10,0
238190,8160176,70,19,single,rented,no,Scientist,Nangloi_Jat,Delhi,8,14,0
238191,6555852,60,16,single,rented,no,Chef,Gurgaon,Haryana,9,12,0
238192,9205738,76,8,single,rented,no,Magistrate,Madhyamgram,West_Bengal,8,13,0
238193,7398055,28,18,single,rented,no,Consultant,Begusarai,Bihar,5,13,0
238194,7429551,21,3,single,rented,no,Computer_hardware_engineer,Jamalpur[36],Bihar,3,10,0
238195,5246829,42,4,single,rented,no,Chartered_Accountant,Agra,Uttar_Pradesh,4,13,1
238196,451778,70,4,single,rented,no,Librarian,Deoghar,Jharkhand,3,13,0
238197,4272704,28,18,single,rented,no,Financial_Analyst,Bhiwandi,Maharashtra,6,10,0
238198,2392881,79,5,single,rented,no,Firefighter,Gandhinagar,Gujarat,4,13,0
238199,8615791,75,0,married,rented,no,Engineer,Ambattur,Tamil_Nadu,0,11,0
238200,6978698,32,4,single,rented,no,Software_Developer,Ratlam,Madhya_Pradesh,4,13,0
238201,9720508,46,12,single,rented,no,Flight_attendant,Hapur,Uttar_Pradesh,9,11,0
238202,2432248,63,7,single,rented,yes,Graphic_Designer,Dibrugarh,Assam,7,11,0
238203,9637398,21,1,married,rented,yes,Consultant,Gandhidham,Gujarat,1,10,0
238204,4871845,71,19,single,owned,no,Analyst,Munger,Bihar,7,11,0
238205,4431155,39,3,married,rented,no,Psychologist,Aurangabad[39],Bihar,3,10,0
238206,5978323,49,8,single,rented,yes,Chef,Bokaro,Jharkhand,8,10,0
238207,4951190,61,17,single,rented,no,Police_officer,Sri_Ganganagar,Rajasthan,14,13,0
238208,9287611,30,13,single,owned,yes,Web_designer,Dhanbad,Jharkhand,4,12,0
238209,3282109,70,0,single,rented,yes,Flight_attendant,Amroha,Uttar_Pradesh,0,14,0
238210,4118904,46,19,single,rented,no,Librarian,Alappuzha,Kerala,4,12,0
238211,9441118,53,13,single,rented,no,Surveyor,Hosur,Tamil_Nadu,3,14,0
238212,3573827,76,6,married,rented,yes,Firefighter,Tirunelveli,Tamil_Nadu,6,11,0
238213,6142358,46,6,single,rented,no,Graphic_Designer,Avadi,Tamil_Nadu,6,12,0
238214,7415632,48,13,married,rented,yes,Chemical_engineer,Karimnagar,Telangana,5,12,0
238215,6227760,65,10,single,rented,yes,Computer_operator,Purnia[26],Bihar,4,14,0
238216,5301206,61,19,married,rented,yes,Mechanical_engineer,Panchkula,Haryana,14,10,0
238217,7306403,34,3,single,owned,no,Financial_Analyst,Gopalpur,West_Bengal,3,12,0
238218,8861279,52,0,single,rented,no,Surveyor,Burhanpur,Madhya_Pradesh,0,11,1
238219,7364670,42,16,single,rented,no,Flight_attendant,Dibrugarh,Assam,10,10,1
238220,3398952,41,2,single,rented,no,Industrial_Engineer,Saharanpur,Uttar_Pradesh,2,13,0
238221,5643347,25,3,single,rented,no,Comedian,Barasat,West_Bengal,3,12,0
238222,4449060,34,6,married,rented,yes,Technical_writer,Udupi,Karnataka,6,11,0
238223,2639051,73,9,single,rented,yes,Aviator,Panvel,Maharashtra,9,14,0
238224,3191212,53,13,single,rented,yes,Firefighter,Madurai,Tamil_Nadu,12,10,0
238225,8540485,47,1,single,rented,no,Dentist,Jalna,Maharashtra,1,11,0
238226,5347598,64,6,single,rented,no,Air_traffic_controller,Rohtak,Haryana,6,14,1
238227,2443543,26,20,single,rented,no,Comedian,Mahbubnagar,Telangana,10,14,0
238228,4398991,26,10,single,rented,yes,Analyst,Vellore,Tamil_Nadu,10,12,0
238229,9504242,78,0,single,rented,no,Civil_servant,Amaravati,Andhra_Pradesh,0,14,0
238230,5937119,65,15,single,rented,yes,Librarian,Mahbubnagar,Telangana,5,11,0
238231,2019279,32,15,single,rented,no,Air_traffic_controller,Imphal,Manipur,5,11,0
238232,7760242,35,14,single,rented,no,Surgeon,Uluberia,West_Bengal,6,14,0
238233,5488183,73,16,single,rented,no,Civil_engineer,Guntur[13],Andhra_Pradesh,10,13,1
238234,9575489,57,7,single,rented,yes,Official,Surendranagar_Dudhrej,Gujarat,7,12,0
238235,9471892,39,18,single,owned,no,Surgeon,Nashik,Maharashtra,11,11,0
238236,8282066,59,4,single,rented,yes,Surveyor,Bhubaneswar,Odisha,4,12,0
238237,1366654,54,3,single,rented,yes,Consultant,"Khora,_Ghaziabad",Uttar_Pradesh,3,13,0
238238,7683426,42,8,single,rented,no,Analyst,Sri_Ganganagar,Rajasthan,5,11,0
238239,432576,66,17,single,rented,no,Hotel_Manager,Ludhiana,Punjab,8,10,0
238240,1300829,21,19,single,rented,yes,Design_Engineer,Aurangabad,Maharashtra,13,11,0
238241,9059836,50,2,single,rented,no,Physician,Gorakhpur,Uttar_Pradesh,2,14,1
238242,3015283,46,15,single,rented,no,Software_Developer,Siwan[32],Bihar,13,10,0
238243,5671063,49,7,single,owned,yes,Design_Engineer,Kirari_Suleman_Nagar,Delhi,7,11,0
238244,6890226,37,9,single,rented,no,Lawyer,Thanjavur,Tamil_Nadu,9,10,0
238245,8545299,55,16,single,rented,no,Technician,Singrauli,Madhya_Pradesh,5,10,0
238246,9583995,37,2,single,rented,no,Physician,Jalna,Maharashtra,2,11,1
238247,5976357,48,1,single,rented,no,Engineer,Bardhaman,West_Bengal,1,11,0
238248,2760182,58,1,single,rented,no,Technician,Hyderabad,Telangana,1,11,1
238249,5272782,65,6,single,rented,no,Chemical_engineer,Orai,Uttar_Pradesh,6,14,0
238250,6060251,41,12,single,rented,yes,Microbiologist,Nangloi_Jat,Delhi,3,14,0
238251,6083890,33,11,single,rented,no,Geologist,Thoothukudi,Tamil_Nadu,11,10,0
238252,6080573,70,17,single,rented,no,Lawyer,Panihati,West_Bengal,12,10,0
238253,5689388,22,4,single,rented,no,Software_Developer,Jabalpur,Madhya_Pradesh,4,11,0
238254,569984,42,1,married,rented,no,Librarian,North_Dumdum,West_Bengal,1,12,1
238255,212418,24,0,married,rented,no,Economist,Dehri[30],Bihar,0,14,0
238256,1536994,43,5,single,rented,no,Librarian,Avadi,Tamil_Nadu,5,13,1
238257,6277422,21,10,single,rented,no,Dentist,Rajahmundry[19][20],Andhra_Pradesh,3,11,0
238258,2872860,62,9,single,rented,no,Financial_Analyst,Suryapet,Telangana,9,12,0
238259,3195934,54,20,single,rented,no,Architect,Alwar,Rajasthan,10,13,0
238260,354341,39,7,single,rented,no,Technology_specialist,Aligarh,Uttar_Pradesh,6,13,1
238261,5224172,63,9,married,rented,no,Chef,Jaunpur,Uttar_Pradesh,6,13,0
238262,71736,39,19,single,rented,no,Air_traffic_controller,Kishanganj[35],Bihar,7,12,0
238263,3937278,79,5,married,rented,no,Fashion_Designer,Bongaigaon,Assam,5,14,0
238264,438299,66,2,single,rented,yes,Fashion_Designer,Berhampur,Odisha,2,10,0
238265,9744382,60,8,single,rented,no,Drafter,Nanded,Maharashtra,8,13,0
238266,9826401,22,17,single,rented,no,Designer,Sri_Ganganagar,Rajasthan,10,13,0
238267,6065047,73,18,single,rented,no,Artist,Berhampore,West_Bengal,8,11,0
238268,2014932,66,1,single,rented,no,Psychologist,Raiganj,West_Bengal,1,12,0
238269,12766,21,5,single,rented,no,Fashion_Designer,Buxar[37],Bihar,5,14,1
238270,947583,59,7,single,rented,yes,Air_traffic_controller,Silchar,Assam,7,13,0
238271,8626530,29,9,single,owned,yes,Aviator,Dindigul,Tamil_Nadu,4,12,0
238272,567609,44,18,single,rented,no,Air_traffic_controller,Kurnool[18],Andhra_Pradesh,9,12,0
238273,4367410,48,9,married,rented,no,Petroleum_Engineer,Jammu[16],Jammu_and_Kashmir,8,10,1
238274,3792733,29,20,single,owned,yes,Artist,Tirupati[21][22],Andhra_Pradesh,14,10,1
238275,9311270,34,15,single,norent_noown,no,Surveyor,Bidar,Karnataka,9,13,0
238276,1364655,73,9,single,rented,yes,Computer_operator,Nizamabad,Telangana,8,11,0
238277,3304939,64,14,single,rented,no,Police_officer,Bidar,Karnataka,10,14,0
238278,4215503,69,19,single,rented,no,Designer,Kirari_Suleman_Nagar,Delhi,12,11,0
238279,2849406,77,2,married,owned,yes,Computer_operator,Meerut,Uttar_Pradesh,2,10,1
238280,5732684,70,19,single,rented,no,Air_traffic_controller,Nellore[14][15],Andhra_Pradesh,3,13,0
238281,6250051,78,9,single,owned,no,Psychologist,Sasaram[30],Bihar,9,12,0
238282,530658,27,6,married,rented,no,Architect,Raipur,Chhattisgarh,5,10,0
238283,3976547,77,20,single,rented,no,Secretary,Tiruvottiyur,Tamil_Nadu,7,14,0
238284,5612939,79,3,single,rented,no,Financial_Analyst,Shimla,Himachal_Pradesh,3,12,1
238285,4403622,58,20,single,rented,yes,Librarian,Loni,Uttar_Pradesh,7,11,0
238286,2079709,77,8,married,rented,no,Biomedical_Engineer,Latur,Maharashtra,8,10,0
238287,1196288,59,17,single,rented,no,Economist,Nellore[14][15],Andhra_Pradesh,12,12,0
238288,5775950,56,14,single,rented,yes,Computer_operator,Udaipur,Rajasthan,8,13,0
238289,4907746,43,11,single,rented,no,Aviator,Parbhani,Maharashtra,3,14,1
238290,5529700,33,5,single,rented,no,Chemical_engineer,Kollam,Kerala,5,13,0
238291,4096363,46,12,single,rented,no,Web_designer,Raebareli,Uttar_Pradesh,6,12,0
238292,3986865,21,4,single,rented,no,Flight_attendant,Haridwar,Uttarakhand,4,14,0
238293,3678837,40,0,single,rented,yes,Civil_servant,Kozhikode,Kerala,0,12,1
238294,7789894,60,12,single,owned,yes,Petroleum_Engineer,Tenali,Andhra_Pradesh,12,10,0
238295,3225825,46,20,single,rented,no,Scientist,Bhavnagar,Gujarat,4,14,0
238296,9906823,33,6,married,rented,no,Flight_attendant,Ongole,Andhra_Pradesh,6,14,1
238297,9862728,23,7,single,owned,no,Biomedical_Engineer,Khammam,Telangana,7,10,0
238298,4868049,53,5,single,rented,no,Design_Engineer,Thoothukudi,Tamil_Nadu,5,14,0
238299,2628750,59,3,single,rented,no,Police_officer,Gudivada,Andhra_Pradesh,3,14,1
238300,6446895,30,11,single,owned,no,Engineer,Faridabad,Haryana,9,13,0
238301,8841502,72,1,single,rented,no,Civil_engineer,Tiruchirappalli[10],Tamil_Nadu,1,10,0
238302,1070919,23,17,single,owned,no,Civil_engineer,Raurkela_Industrial_Township,Odisha,14,12,0
238303,1275745,64,7,single,rented,yes,Statistician,Shahjahanpur,Uttar_Pradesh,5,12,0
238304,1119960,39,12,single,rented,no,Air_traffic_controller,Ambattur,Tamil_Nadu,3,12,0
238305,8196607,41,17,single,rented,no,Civil_engineer,Machilipatnam,Andhra_Pradesh,12,10,1
238306,6296665,25,17,single,rented,yes,Surveyor,Raiganj,West_Bengal,10,14,0
238307,3245827,42,7,single,rented,no,Architect,Serampore,West_Bengal,6,10,0
238308,3570558,67,14,single,rented,yes,Politician,Dibrugarh,Assam,3,11,0
238309,9537644,74,16,single,rented,no,Geologist,Bongaigaon,Assam,10,14,0
238310,9339721,32,0,single,rented,no,Dentist,Gopalpur,West_Bengal,0,12,0
238311,1384324,51,18,single,rented,no,Flight_attendant,Nagercoil,Tamil_Nadu,13,12,0
238312,7352994,25,14,single,norent_noown,no,Aviator,Siwan[32],Bihar,8,11,1
238313,2477595,56,15,single,rented,yes,Microbiologist,Eluru[25],Andhra_Pradesh,14,11,0
238314,5623207,54,9,single,rented,no,Engineer,Kalyan-Dombivli,Maharashtra,6,10,1
238315,4138593,25,14,single,rented,no,Analyst,Gandhinagar,Gujarat,7,11,0
238316,5199643,33,5,single,rented,no,Secretary,Dehri[30],Bihar,5,11,0
238317,2787236,77,2,married,rented,no,Design_Engineer,Yamunanagar,Haryana,2,13,0
238318,7949986,24,6,single,rented,no,Secretary,Silchar,Assam,4,14,1
238319,9866747,78,17,single,rented,no,Flight_attendant,Baranagar,West_Bengal,7,11,0
238320,4921690,50,1,single,rented,yes,Aviator,Secunderabad,Telangana,1,11,0
238321,8102873,61,13,single,rented,yes,Microbiologist,Hyderabad,Telangana,8,11,0
238322,9156832,36,17,single,rented,no,Microbiologist,Singrauli,Madhya_Pradesh,3,11,0
238323,8732609,26,3,single,rented,no,Drafter,Bhilwara,Rajasthan,3,11,0
238324,693294,37,17,single,rented,no,Army_officer,Munger,Bihar,3,11,0
238325,6248466,47,9,single,rented,no,Software_Developer,Bokaro,Jharkhand,4,11,0
238326,3753080,21,6,single,rented,yes,Army_officer,Rajahmundry[19][20],Andhra_Pradesh,5,14,0
238327,6828483,38,5,single,rented,no,Computer_hardware_engineer,Jaipur,Rajasthan,5,11,0
238328,4462490,27,3,married,rented,no,Scientist,Korba,Chhattisgarh,3,12,0
238329,2565389,68,2,single,rented,no,Physician,Sagar,Madhya_Pradesh,2,12,0
238330,6716866,72,13,single,rented,no,Surgeon,Muzaffarpur,Bihar,12,13,0
238331,6018693,53,12,single,rented,no,Army_officer,Bhiwandi,Maharashtra,5,11,0
